9to5mac.com,9to5mac.com,1
abc.net.au,abc.net.au,1
abc13.com,abc13.com,1
abc7news.com,abc7news.com,1
abcnews.go.com,abcnews.go.com,1
accuweather.com,accuweather.com,1
ajc.com,ajc.com,1
al.com,al.com,1
alarabiya.net,alarabiya.net,1
aljazeera.com,aljazeera.com,1
aljazeera.net,aljazeera.net,1
anandtech.com,anandtech.com,1
apnews.com,apnews.com,1
arstechnica.com,arstechnica.com,1
auspost.com.au,auspost.com.au,1
axios.com,axios.com,1
azcentral.com,azcentral.com,1
bbc.com,bbc.com,1
bloomberg.com,bloomberg.com,1
boingboing.net,boingboing.net,1
boredpanda.com,boredpanda.com,1
boston.com,boston.com,1
bostonglobe.com,bostonglobe.com,1
breitbart.com,breitbart.com,1
business-standard.com,business-standard.com,1
businessinsider.com,businessinsider.com,1
buzzfeed.com,buzzfeed.com,1
buzzfeednews.com,buzzfeednews.com,1
c-span.org,c-span.org,1
canoe.com,canoe.com,1
cbslocal.com,cbslocal.com,1
cbsnews.com,cbsnews.com,1
cgtn.com,cgtn.com,1
chicagotribune.com,chicagotribune.com,1
chinadaily.com.cn,chinadaily.com.cn,1
chron.com,chron.com,1
citynews.ca,citynews.ca,1
cnbc.com,cnbc.com,1
cnet.com,cnet.com,1
cnn.com,cnn.com,1
cp24.com,cp24.com,1
ctvnews.ca,ctvnews.ca,1
dailycaller.com,dailycaller.com,1
dailymail.co.uk,dailymail.co.uk,1
dallasnews.com,dallasnews.com,1
deccanchronicle.com,deccanchronicle.com,1
deccanherald.com,deccanherald.com,1
denverpost.com,denverpost.com,1
dowjones.com,dowjones.com,1
drudgereport.com,drudgereport.com,1
dutchnews.nl,dutchnews.nl,1
dw.com,dw.com,1
ebaumsworld.com,ebaumsworld.com,1
economist.com,economist.com,1
edmontonjournal.com,edmontonjournal.com,1
engadget.com,engadget.com,1
eureporter.co,eureporter.co,1
euronews.com,euronews.com,1
financialexpress.com,financialexpress.com,1
fivethirtyeight.com,fivethirtyeight.com,1
forbes.com,forbes.com,1
fortune.com,fortune.com,1
foxbusiness.com,foxbusiness.com,1
foxnews.com,foxnews.com,1
freep.com,freep.com,1
ft.com,ft.com,1
gizmodo.com,gizmodo.com,1
globaltv.com,globaltv.com,1
good.is,good.is,1
hackernoon.com,hackernoon.com,1
hbr.org,hbr.org,1
hindustantimes.com,hindustantimes.com,1
hollywoodreporter.com,hollywoodreporter.com,1
huffpost.com,huffpost.com,1
inc.com,inc.com,1
independent.co.uk,independent.co.uk,1
indianexpress.com,indianexpress.com,1
indiatimes.com,indiatimes.com,1
infoworld.com,infoworld.com,1
inquisitr.com,inquisitr.com,1
irishtimes.com,irishtimes.com,1
irna.ir,irna.ir,1
krebsonsecurity.com,krebsonsecurity.com,1
ktla.com,ktla.com,1
latimes.com,latimes.com,1
leaderpost.com,leaderpost.com,1
livemint.com,livemint.com,1
macleans.ca,macleans.ca,1
makeuseof.com,makeuseof.com,1
mashable.com,mashable.com,1
mathrubhumi.com,mathrubhumi.com,1
menshealth.com,menshealth.com,1
mercurynews.com,mercurynews.com,1
miamiherald.com,miamiherald.com,1
militarytimes.com,militarytimes.com,1
moneysense.ca,moneysense.ca,1
montrealgazette.com,montrealgazette.com,1
msnbc.com,msnbc.com,1
nationalgeographic.com,nationalgeographic.com,1
nationalpost.com,nationalpost.com,1
nationalreview.com,nationalreview.com,1
nature.com,nature.com,1
nautil.us,nautil.us,1
nbclosangeles.com,nbclosangeles.com,1
nbcnews.com,nbcnews.com,1
nbcnewyork.com,nbcnewyork.com,1
newindianexpress.com,newindianexpress.com,1
news.cbc.ca,news.cbc.ca,1
news.com,news.com,1
news.com.au,news.com.au,1
news.google.com,news.google.com,1
news.lycos.com,news.lycos.com,1
news.msn.com,news.msn.com,1
news.yahoo.com,news.yahoo.com,1
news.ycombinator.com,news.ycombinator.com,1
news12.com,news12.com,1
newsday.com,newsday.com,1
newsmax.com,newsmax.com,1
newsnow.co.uk,newsnow.co.uk,1
newsvine.com,newsvine.com,1
newsweek.com,newsweek.com,1
newyorker.com,newyorker.com,1
nj.com,nj.com,1
npr.org,npr.org,1
nybooks.com,nybooks.com,1
nydailynews.com,nydailynews.com,1
nymag.com,nymag.com,1
nypost.com,nypost.com,1
nytimes.com,nytimes.com,1
observer.com,observer.com,1
oprahmag.com,oprahmag.com,1
oregonlive.com,oregonlive.com,1
ottawacitizen.com,ottawacitizen.com,1
ottawasun.com,ottawasun.com,1
parade.com,parade.com,1
pcmag.com,pcmag.com,1
phys.org,phys.org,1
politico.com,politico.com,1
politico.eu,politico.eu,1
propublica.org,propublica.org,1
psychologytoday.com,psychologytoday.com,1
rappler.com,rappler.com,1
rd.com,rd.com,1
reuters.com,reuters.com,1
rollingstone.com,rollingstone.com,1
rt.com,rt.com,1
sciencebulletin.org,sciencebulletin.org,1
sciencedaily.com,sciencedaily.com,1
seattlepi.com,seattlepi.com,1
seattletimes.com,seattletimes.com,1
sfchronicle.com,sfchronicle.com,1
sfgate.com,sfgate.com,1
shutterstock.com,shutterstock.com,1
slashdot.org,slashdot.org,1
smh.com.au,smh.com.au,1
smithsonianmag.com,smithsonianmag.com,1
spectrum.ieee.org,spectrum.ieee.org,1
startribune.com,startribune.com,1
stltoday.com,stltoday.com,1
suntimes.com,suntimes.com,1
techcrunch.com,techcrunch.com,1
techmeme.com,techmeme.com,1
the-sun.com,the-sun.com,1
theage.com.au,theage.com.au,1
theatlantic.com,theatlantic.com,1
thebeaverton.com,thebeaverton.com,1
thechronicleherald.ca,thechronicleherald.ca,1
thedailybeast.com,thedailybeast.com,1
theepochtimes.com,theepochtimes.com,1
theglobeandmail.com,theglobeandmail.com,1
theguardian.com,theguardian.com,1
thehill.com,thehill.com,1
thehindu.com,thehindu.com,1
thehindubusinessline.com,thehindubusinessline.com,1
thelocal.es,thelocal.es,1
thenextweb.com,thenextweb.com,1
theonion.com,theonion.com,1
theregister.co.uk,theregister.co.uk,1
theroot.com,theroot.com,1
thestar.com,thestar.com,1
thesun.co.uk,thesun.co.uk,1
theverge.com,theverge.com,1
thewalrus.ca,thewalrus.ca,1
theweek.com,theweek.com,1
time.com,time.com,1
torontostar.com,torontostar.com,1
torontosun.com,torontosun.com,1
tribuneindia.com,tribuneindia.com,1
upworthy.com,upworthy.com,1
usatoday.com,usatoday.com,1
usnews.com,usnews.com,1
vancouversun.com,vancouversun.com,1
vice.com,vice.com,1
viralnova.com,viralnova.com,1
voat.co,voat.co,1
voxeurop.eu,voxeurop.eu,1
washingtonexaminer.com,washingtonexaminer.com,1
washingtonpost.com,washingtonpost.com,1
washingtontimes.com,washingtontimes.com,1
weather.com,weather.com,1
westword.com,westword.com,1
wgntv.com,wgntv.com,1
wired.com,wired.com,1
worth.com,worth.com,1
wsj.com,wsj.com,1
wtop.com,wtop.com,1
Zdnet.com,Zdnet.com,1